country,year,target_year,target_nuclear_share,nuclear_share_t,nuclear_elec_t,nuclear_share_lag1,nuclear_share_lag2,nuclear_elec_lag1,gdp_per_capita,gdp_growth_rate,electricity_demand,coal_share,renewables_share,energy_per_capita,population
South Africa,1986,1991,5.433,5.938,8.803,3.704,,5.315,6050.002301459523,0.0008222425174764686,,,,25751.457,36180519.0
South Africa,1987,1992,5.526,4.047,6.167,5.938,3.704,8.803,5982.584113616519,0.0201691042198568,,,,25356.217,37326192.0
South Africa,1988,1993,4.153,6.635,10.493,4.047,5.938,6.167,6042.176590533938,0.04119789249776458,,,,27086.332,38480647.0
South Africa,1989,1994,5.337,6.794,11.099,6.635,4.047,10.493,5989.456693268852,0.020845678288207124,,,,25126.357,39628574.0
South Africa,1990,1995,6.054,5.052,8.449,6.794,6.635,11.099,5770.552344884344,-0.009374707409056597,,,,25270.26,40746274.0
South Africa,1991,1996,5.885,5.433,9.144,5.052,6.794,8.449,5706.230990222752,0.011705501282670637,,,,24521.457,41687903.0
South Africa,1992,1997,6.012,5.526,9.288,5.433,5.052,9.144,5620.818020257985,0.00288565459428088,,,,24197.768,42443510.0
South Africa,1993,1998,6.623,4.153,7.255,5.526,5.433,9.288,5709.461603608828,0.036200267711493976,,,,23679.57,43297155.0
South Africa,1994,1999,6.323,5.337,9.697,4.153,5.526,7.255,5950.617432064347,0.059256288306134546,,,,24300.189,44004140.0
South Africa,1995,2000,6.176,6.054,11.301,5.337,4.153,9.697,6232.01840773101,0.06007978716119265,,,,25089.297,44541557.0
South Africa,1996,2001,5.103,5.885,11.775,6.054,5.337,11.301,6579.9674235478415,0.06961579905201133,,,,25259.006,45123023.0
South Africa,1997,2002,5.436,6.012,12.647,5.885,6.054,11.775,6831.817410884726,0.05078831144508212,,,,25522.74,45666835.0
South Africa,1998,2003,5.405,6.623,13.601,6.012,5.885,12.647,6926.066923232421,0.02616215024869859,,,,24771.293,46223888.0
South Africa,1999,2004,5.466,6.323,12.837,6.623,6.012,13.601,7161.054395677189,0.045256011765789785,,,,25331.398,46730331.0
South Africa,2000,2005,4.609,6.176,13.01,6.323,6.623,12.837,7550.344703419009,0.06405020894752135,222.99,0.8792770976276962,0.007085519530023768,25135.504,47159715.0
South Africa,2001,2006,3.952,5.103,10.72,6.176,6.323,13.01,7881.316031484562,0.0528458090856544,212.29,0.9290593056667765,0.010080550190776768,25049.746,47566805.0
South Africa,2002,2007,4.296,5.436,11.99,5.103,6.176,10.72,8249.52948444977,0.056679570520791374,222.83,0.9246062020374276,0.011488578737153884,24180.324,48019414.0
South Africa,2003,2008,5.033,5.405,12.66,5.436,5.103,11.99,8530.04283119518,0.04435958868324917,232.17,0.9489167420424689,0.005470129646379808,25937.09,48500351.0
South Africa,2004,2009,5.133,5.466,13.37,5.405,5.436,12.66,8966.1794326231,0.06177222356978963,241.17,0.9531865489074097,0.005639175685201311,28020.674,48991420.0
South Africa,2005,2010,5.212,4.609,11.29,5.466,5.405,13.37,9500.676006794984,0.07039696314556662,242.59,0.9553567748052268,0.007378704810585762,26254.201,49490041.0
South Africa,2006,2011,4.915,3.952,10.03,4.609,5.466,11.29,10111.839621554112,0.07525838388440102,250.85,0.9584213673510066,0.013314729918277856,26522.131,49998271.0
South Africa,2007,2012,5.03,4.296,11.32,3.952,4.609,10.03,10745.923558125278,0.07397862612460278,260.34,0.9509871706230315,0.012790965660290391,26958.873,50528575.0
South Africa,2008,2013,5.513,5.033,13.0,4.296,3.952,11.32,11183.90554357322,0.05282846226383498,254.69,0.9552789665868311,0.006910361616082297,28557.336,51114595.0
South Africa,2009,2014,5.413,5.133,12.81,5.033,4.296,13.0,11111.240837346239,0.005435424759008419,247.8,0.9472962066182405,0.007869249394673122,28093.094,51728518.0
South Africa,2010,2015,4.895,5.212,13.53,5.133,5.033,12.81,11607.845538423882,0.0571249435212905,257.12,0.9468341630367143,0.0061838830118232735,27968.58,52344047.0
South Africa,2011,2016,5.945,4.915,12.9,5.212,5.133,13.53,12178.234272749018,0.062189589140086245,259.41,0.9422921244362206,0.013607802320650706,27289.521,52995212.0
South Africa,2012,2017,5.562,5.03,12.97,4.915,5.212,12.9,12287.494289934453,0.02396219349812507,252.84,0.947951273532669,0.005972156304382218,26478.908,53782570.0
South Africa,2013,2018,4.518,5.513,14.11,5.03,4.915,12.97,12386.490558066309,0.024854667166282565,251.45,0.9285742692384172,0.006641479419367668,26163.137,54678789.0
South Africa,2014,2019,5.236,5.413,13.79,5.513,5.03,14.11,12354.633499511825,0.014138307601235297,252.11,0.9113878862401332,0.017095712189123792,26046.393,55594840.0
South Africa,2015,2020,4.112,4.895,12.24,5.413,5.513,13.79,12268.861326681044,0.013218713383365442,248.5,0.9146881287726358,0.0262374245472837,24952.885,56723536.0
South Africa,2016,2021,5.031,5.945,15.03,4.895,5.413,12.24,12234.78011528208,0.006645474919124597,246.82,0.9301515274288956,0.033101045296167246,25848.275,57259550.0
South Africa,2017,2022,4.223,5.562,14.19,5.945,4.895,15.03,12295.796429967279,0.011579578255585664,248.51,0.9202848979920325,0.04881091304172871,25594.477,57635158.0
South Africa,2018,2023,3.477,4.518,11.58,5.562,5.945,14.19,12274.722713771302,0.015223111084737955,251.6,0.9181637519872814,0.04960254372019078,24053.697,58613001.0
South Africa,2019,2024,3.151,5.236,13.25,4.518,5.562,11.58,12110.54394851772,0.003034650843150631,247.9,0.908672851956434,0.05324727712787414,24698.113,59587880.0
South Africa,2020,2025,4.206,4.112,9.9,5.236,4.518,13.25,11159.928365143018,-0.06342467170441934,236.92,0.9035961505993585,0.06445213574202263,23110.006,60562374.0
South Korea,1980,1985,26.721,,3.477,,,3.152,6061.319885821883,-0.01700079584930115,,,,11904.004,38141109.0
South Korea,1981,1986,40.63,,2.897,,,3.477,6404.442619168682,0.07179191771481473,,,,12286.094,38689192.0
South Korea,1982,1987,48.989,,3.777,,,2.897,6816.2477362183645,0.08264749195750368,,,,12083.224,39356159.0
South Korea,1983,1988,43.069,,8.965,,,3.777,7594.428554275405,0.13241934369388983,,,,12925.817,40000945.0
South Korea,1984,1989,45.709,,11.792,,,8.965,8264.18727364509,0.10444137448653987,,,,13909.748,40598302.0
South Korea,1985,1990,44.645,26.721,16.745,,,11.792,8785.517164931232,0.07750211857180081,,,,15168.538,41148956.0
South Korea,1986,1991,42.784,40.63,28.311,26.721,,16.745,9638.221867594115,0.11224262514519118,,,,16790.389,41718508.0
South Korea,1987,1992,38.603,48.989,39.314,40.63,26.721,28.311,10685.246211151378,0.12467223339001296,,,,18347.094,42322092.0
South Korea,1988,1993,35.91,43.069,40.101,48.989,40.63,39.314,11789.743895437829,0.1190321820458398,,,,20192.061,42922980.0
South Korea,1989,1994,31.986,45.709,47.365,43.069,48.989,40.101,12444.123696107263,0.07030244420559284,,,,21647.945,43524765.0
South Korea,1990,1995,32.93,44.645,52.887,45.709,43.069,47.365,13492.406518164964,0.09810606119204977,,,,24471.578,44081425.0
South Korea,1991,1996,32.732,42.784,56.311,44.645,45.709,52.887,14668.857725686268,0.0960161602599063,,,,27564.314,44439146.0
South Korea,1992,1997,31.261,38.603,56.53,42.784,44.645,56.311,15393.31963170621,0.05445421493139534,,,,30831.4,44653699.0
South Korea,1993,1998,37.812,35.91,58.138,38.603,42.784,56.53,16248.747573417684,0.06110343486085842,,,,33638.797,44887721.0
South Korea,1994,1999,39.314,31.986,58.651,35.91,38.603,58.138,17528.453217513645,0.08459995425594771,,,,36159.184,45130842.0
South Korea,1995,2000,37.514,32.93,67.029,31.986,35.91,58.651,18973.41051746892,0.0881332370640403,,,,39243.332,45368425.0
South Korea,1996,2001,36.185,32.732,73.924,32.93,31.986,67.029,20154.2243477964,0.06856330764371121,,,,43066.879,45638701.0
South Korea,1997,2002,35.872,31.261,77.086,32.732,32.93,73.924,21061.65552631332,0.05195872617116564,,,,46735.441,45941541.0
South Korea,1998,2003,37.286,37.812,89.689,31.261,32.732,77.086,19648.511836210793,-0.061220048702020496,,,,42494.496,46230885.0
South Korea,1999,2004,35.517,39.314,103.064,37.812,31.261,89.689,21594.715121544592,0.10545770172726115,,,,46019.258,46500382.0
South Korea,2000,2005,37.687,37.514,108.96,39.314,37.812,103.064,23227.266824528415,0.08175886650642358,290.45,0.3955241866069892,0.014184885522465142,48342.094,46766660.0
South Korea,2001,2006,36.912,36.185,112.13,37.514,39.314,108.96,23969.666274277788,0.03807048930458185,309.88,0.4109978056021686,0.007874015748031496,49219.945,47043467.0
South Korea,2002,2007,33.601,35.872,119.1,36.185,37.514,112.13,25435.285843258218,0.06691140283038025,332.01,0.4141140327098582,0.010331014126080541,51178.883,47299118.0
South Korea,2003,2008,34.107,37.286,129.67,35.872,36.185,119.1,25883.452547364934,0.022246372526780227,347.77,0.40006326020070737,0.014693619346119563,52558.207,47514158.0
South Korea,2004,2009,32.66,35.517,130.71,37.286,35.872,129.67,26862.104656562176,0.04180526936788851,368.02,0.3896799087006141,0.012662355306776807,53768.141,47697076.0
South Korea,2005,2010,30.018,37.687,146.78,35.517,37.286,130.71,27634.464259432163,0.032086596086969496,389.47,0.38606311140781063,0.01045009885228644,55225.629,47851646.0
South Korea,2006,2011,29.86,36.912,148.75,37.687,35.517,146.78,28772.790189782147,0.04456207810152444,402.99,0.38211866299411895,0.00987617558748356,55951.609,48006518.0
South Korea,2007,2012,28.3,33.601,142.94,36.912,37.687,148.75,30028.599061893696,0.047376324341489424,425.41,0.4017065889377306,0.01048400366705061,57405.418,48178122.0
South Korea,2008,2013,25.836,34.107,150.96,33.601,36.912,142.94,30552.782575760004,0.021222925799485204,442.61,0.43141817853189035,0.010031404622579699,58236.988,48356485.0
South Korea,2009,2014,28.944,32.66,147.77,34.107,33.601,150.96,30437.51431354022,0.00014579379113993508,452.45,0.46270306111172504,0.010188971157033927,58354.625,48546690.0
South Korea,2010,2015,30.077,30.018,148.6,32.66,34.107,147.77,32045.1984262691,0.05764747855435298,495.03,0.4412055834999899,0.01149425287356322,62667.0,48769329.0
South Korea,2011,2016,28.876,29.86,154.72,30.018,32.66,148.6,32755.89515392964,0.029687946284855,518.16,0.4343832020997376,0.014281303072410068,65306.441,49127640.0
South Korea,2012,2017,25.751,28.3,150.33,29.86,30.018,154.72,33223.85632158579,0.02402996404235823,531.21,0.4206057867886523,0.015379981551552116,65380.469,49599580.0
South Korea,2013,2018,22.518,25.836,138.78,28.3,29.86,150.33,33952.57552272398,0.03165005858211635,537.16,0.4165425571524313,0.019044604959416192,64755.305,50071168.0
South Korea,2014,2019,24.865,28.944,156.41,25.836,28.3,138.78,34715.342229885384,0.03202001926404607,540.38,0.418353751064066,0.023853584514600838,64689.973,50539055.0
South Korea,2015,2020,27.756,30.077,164.76,28.944,25.836,156.41,35379.08124867397,0.028089948021353155,547.8,0.4247535596933188,0.02774735304855787,65128.559,50983909.0
South Korea,2016,2021,25.999,28.876,161.99,30.077,28.944,164.76,36198.813421466744,0.02947000802856178,560.98,0.41518414203714926,0.03231844272523084,67038.734,51297836.0
South Korea,2017,2022,28.277,25.751,148.43,28.876,30.077,161.99,37206.02859762529,0.03160003672987443,576.41,0.452438368522406,0.038739785916274874,67581.461,51486268.0
South Korea,2018,2023,29.23,22.518,133.51,25.751,28.876,148.43,38172.96259092649,0.029069935285864996,592.91,0.4345853502217875,0.0468873859439038,68987.422,51640894.0
South Korea,2019,2024,30.182,24.865,145.91,22.518,25.751,133.51,38933.85313834975,0.022440032888354222,586.8,0.4175869120654397,0.05625426039536469,67917.344,51767844.0
South Korea,2020,2025,29.563,27.756,160.18,24.865,22.518,145.91,38590.24798782672,-0.007089972774642216,577.11,0.360364575210965,0.07000398537540503,65364.605,51858481.0
Spain,1980,1985,22.158,,5.186,,,6.7,13987.57693771252,0.03190526747603858,,,,23630.098,37537560.0
Spain,1981,1986,29.142,,9.568,,,5.186,13872.564951232796,-0.0009527697981847907,,,,23648.594,37812708.0
Spain,1982,1987,31.109,,8.771,,,9.568,14022.555294192352,0.017077715802502412,,,,23491.936,38047097.0
Spain,1983,1988,36.37,,10.661,,,8.771,14215.226093826754,0.019232795642408748,,,,23918.848,38253247.0
Spain,1984,1989,38.167,,23.086,,,10.661,14285.537872498051,0.009786270796766914,,,,24184.328,38437483.0
Spain,1985,1990,35.902,22.158,28.044,,,23.086,14671.660701299943,0.03140643497152698,,,,23892.525,38601315.0
Spain,1986,1991,35.925,29.142,37.458,22.158,,28.044,15231.9025783085,0.04179976379165775,,,,24310.701,38735706.0
Spain,1987,1992,35.608,31.109,41.271,29.142,22.158,37.458,16285.104275153662,0.07235448582239147,,,,25130.277,38852007.0
Spain,1988,1993,36.14,36.37,50.466,31.109,29.142,41.271,17320.57889006075,0.06632855438507707,,,,26180.391,38952258.0
Spain,1989,1994,34.528,38.167,56.126,36.37,31.109,50.466,18447.36379324008,0.0671682437630148,,,,27373.811,39029557.0
Spain,1990,1995,33.598,35.902,54.27,38.167,36.37,56.126,19345.670210662793,0.05018469366319374,150.74,0.3963115297863872,0.17268143823802573,27344.383,39084975.0
Spain,1991,1996,32.521,35.925,55.58,35.902,38.167,54.27,20069.45851154604,0.040512953787502914,154.03,0.38174381613971303,0.18054924365383365,28226.254,39201750.0
Spain,1992,1997,29.239,35.608,55.78,35.925,35.902,55.58,20376.811896999174,0.02097600735700265,157.29,0.40829041897132684,0.12461059190031154,29404.311,39420344.0
Spain,1993,1998,30.503,36.14,56.06,35.608,35.925,55.78,20029.98058710176,-0.011253647671124077,156.39,0.3991303791802545,0.1606880235309163,28283.867,39651627.0
Spain,1994,1999,28.619,34.528,55.31,36.14,35.608,56.06,20576.131919411062,0.03263193993428925,162.05,0.37994446158593026,0.17932736809626657,29471.383,39858721.0
Spain,1995,2000,28.16,33.598,55.46,34.528,36.14,55.31,21347.362926694666,0.042531760876143604,169.56,0.3887119603680113,0.14378391129983487,30445.111,40052733.0
Spain,1996,2001,27.335,32.521,56.33,33.598,34.528,55.46,21995.161320488725,0.03509545822879326,174.27,0.30951971079359614,0.23670166982268892,31477.406,40237375.0
Spain,1997,2002,26.268,29.239,55.3,32.521,33.598,56.33,22904.84402059152,0.046183653940799554,186.06,0.33682683005482106,0.1986993442975384,32594.49,40423823.0
Spain,1998,2003,24.05,30.503,58.99,29.239,32.521,55.3,24048.92822973858,0.05497825673331611,196.79,0.3129224045937294,0.18745871233294376,33915.09,40617436.0
Spain,1999,2004,22.996,28.619,58.85,30.503,29.239,58.99,25277.60590657037,0.056147763649725714,211.35,0.34828483558079015,0.12874378992193045,35324.004,40812855.0
Spain,2000,2005,19.878,28.16,62.21,28.619,30.503,58.85,26694.412204412056,0.06140392578380129,225.36,0.35094959176428825,0.15304401845935392,37185.68,41019772.0
Spain,2001,2006,20.342,27.335,63.71,28.16,28.619,62.21,27832.279746989752,0.04836574763678454,236.52,0.29709961102655164,0.20843903263994587,38478.723,41245602.0
Spain,2002,2007,18.253,26.268,63.02,27.335,28.16,63.71,28530.79697640344,0.03777517025561074,245.24,0.3310226716685696,0.1352552601533192,38668.391,41755703.0
Spain,2003,2008,19.035,24.05,61.88,26.268,27.335,63.02,29163.793700263537,0.04056704932334705,258.56,0.28902382425742573,0.21561726485148514,39871.066,42506540.0
Spain,2004,2009,18.148,22.996,63.61,24.05,26.268,61.88,29833.34758402317,0.040478903591986616,273.58,0.28912932231888294,0.18323707873382558,40348.723,43234562.0
Spain,2005,2010,20.816,19.878,57.54,22.996,24.05,63.61,30684.12205765101,0.04574861586877971,288.12,0.2743995557406636,0.14670970428987923,40272.402,43958883.0
Spain,2006,2011,19.798,20.342,60.13,19.878,22.996,57.54,31675.22934068048,0.0495972719976895,292.31,0.22831925011118331,0.1784064862645821,39893.699,44695446.0
Spain,2007,2012,20.912,18.253,55.1,20.342,19.878,60.13,32540.79676686923,0.04619829575089857,296.11,0.24585458106784638,0.1968862922562561,40170.227,45516501.0
Spain,2008,2013,20.156,19.035,58.97,18.253,20.342,55.1,32672.509860775554,0.019898198668618576,298.75,0.1630460251046025,0.20803347280334727,38382.004,46235055.0
Spain,2009,2014,20.883,18.148,52.76,19.035,18.253,58.97,31494.8018035611,-0.02770359634509648,282.62,0.1270610714032977,0.26211874601939,35426.023,46635182.0
Spain,2010,2015,20.637,20.816,61.99,18.148,19.035,52.76,31604.645367278452,0.00790500249055462,289.47,0.0875047500604553,0.33775520779355367,36130.031,46840469.0
Spain,2011,2016,21.659,19.798,57.72,20.816,18.148,61.99,31430.833039782083,-0.002154089405945229,285.45,0.15407251707829742,0.306638640742687,35349.469,46998040.0
Spain,2012,2017,21.308,20.912,61.47,19.798,20.816,57.72,30487.660000527878,-0.02958927122304005,282.75,0.19476569407603891,0.3075862068965517,35039.766,47018323.0
Spain,2013,2018,20.549,20.156,56.73,20.912,19.798,61.47,30161.121855334804,-0.01403340877123426,274.71,0.14538968366641186,0.40555494885515636,33685.816,46860394.0
Spain,2014,2019,21.57,20.883,57.31,20.156,20.912,56.73,30673.880003883547,0.013957751393870428,271.03,0.16164262258790543,0.40681843338375834,33266.539,46720187.0
Spain,2015,2020,22.469,20.637,57.2,20.883,20.156,57.31,31876.209577252077,0.03838522074961966,277.04,0.185424487438637,0.3504187120993358,33697.949,46683683.0
Spain,2016,2021,20.89,21.659,58.63,20.637,20.883,57.2,32810.03877292267,0.030377730955611148,278.37,0.13086898731903582,0.37586665229730215,33871.598,46732768.0
Spain,2017,2022,20.404,21.308,58.04,21.659,20.637,58.63,33688.47575946059,0.029757676810774982,281.55,0.16029124489433494,0.3123068726691529,34181.582,46868594.0
Spain,2018,2023,20.375,20.549,55.77,21.308,21.659,58.04,34294.008658454215,0.022844551054533643,282.5,0.13217699115044249,0.36768141592920356,34584.289,47092817.0
Spain,2019,2024,19.41,21.57,58.35,20.549,21.308,55.77,34722.008361188746,0.019839730516562876,277.38,0.046362390943831565,0.36408537025019827,33390.262,47435121.0
Spain,2020,2025,18.781,22.469,58.3,21.57,20.549,58.35,30631.791174304286,-0.11325434105615903,262.75,0.021008563273073263,0.4330732635585157,29844.283,47679482.0
Sweden,1980,1985,42.702,,26.488,,,21.039,23807.653478082466,0.01661751842872661,,,,77135.094,8310470.0
Sweden,1981,1986,50.451,,37.679,,,26.488,23775.685478927848,-0.00014227749833601032,,,,76448.516,8320460.0
Sweden,1982,1987,45.974,,39.045,,,37.679,24001.483932057195,0.010069574750647847,,,,72658.68,8325179.0
Sweden,1983,1988,47.476,,41.004,,,39.045,24412.249134491107,0.01757059784557493,,,,72201.234,8328915.0
Sweden,1984,1989,45.847,,50.926,,,41.004,25358.575595796883,0.03970815110601737,,,,76371.258,8336482.0
Sweden,1985,1990,46.705,42.702,58.561,,,50.926,25804.230508575252,0.019254568570339362,,,,82826.969,8350249.0
Sweden,1986,1991,52.228,50.451,69.951,42.702,,58.561,26310.002734871257,0.021973089279685155,,,,85655.281,8369681.0
Sweden,1987,1992,43.541,45.974,67.385,50.451,42.702,69.951,27017.12276444925,0.03030811148798493,,,,83579.477,8397651.0
Sweden,1988,1993,42.269,47.476,69.424,45.974,50.451,67.385,27466.834385169524,0.021331418150732195,,,,81306.312,8436358.0
Sweden,1989,1994,51.268,45.847,65.603,47.476,45.974,69.424,27933.58873335491,0.023799930336627584,,,,78987.438,8492821.0
Sweden,1990,1995,47.161,46.705,68.18,45.847,47.476,65.603,28069.406913841107,0.012641656551062672,144.21,0.00748907842729353,0.516261008251855,75270.344,8558571.0
Sweden,1991,1996,52.82,52.228,76.76,46.705,45.847,68.18,27614.179363940046,-0.009506859748901834,145.68,0.013454146073585941,0.446938495332235,74519.977,8616955.0
Sweden,1992,1997,46.867,43.541,63.54,52.228,46.705,76.76,27199.859792980184,-0.009217430959806948,143.77,0.012519997217778396,0.5311956597342978,75337.344,8667576.0
Sweden,1993,1998,46.338,42.269,61.4,43.541,52.228,63.54,26560.841545196294,-0.017808288528468542,144.67,0.014377548904403126,0.5313472039814752,74231.828,8718038.0
Sweden,1994,1999,47.268,51.268,73.16,42.269,43.541,61.4,27507.86543081642,0.04303820530449929,142.96,0.018256855064353664,0.4294907666480134,74005.148,8780190.0
Sweden,1995,2000,39.468,47.161,69.93,51.268,42.269,73.16,28521.711654535116,0.04230150834303447,146.6,0.01548431105047749,0.48124147339699863,75529.906,8826298.0
Sweden,1996,2001,44.623,52.82,74.27,47.161,51.268,69.93,29014.631164899954,0.018899525312072184,146.75,0.02514480408858603,0.3679727427597956,73551.977,8840330.0
Sweden,1997,2002,46.428,46.867,69.93,52.82,47.161,74.27,29864.945488142308,0.0299112673952644,146.5,0.013720136518771329,0.49167235494880546,76127.047,8845525.0
Sweden,1998,2003,49.797,46.338,73.58,46.867,52.82,69.93,31188.90340966483,0.044931382449671445,148.09,0.01377540684718752,0.5273819974339928,79713.688,8850606.0
Sweden,1999,2004,51.128,47.268,73.19,46.338,46.867,73.58,32706.355763031246,0.04949305536917309,147.36,0.01520086862106406,0.5072611292073832,77901.969,8857691.0
Sweden,2000,2005,45.706,39.468,57.32,47.268,46.338,73.19,34202.995584246746,0.04746095019859135,149.91,0.01093989727169635,0.5545994263224602,73464.344,8872099.0
Sweden,2001,2006,46.748,44.623,72.11,39.468,47.268,57.32,34666.98208389417,0.016298221099381775,154.31,0.012183267448642343,0.5399520445855744,78209.859,8896018.0
Sweden,2002,2007,45.001,46.428,68.11,44.623,39.468,72.11,35569.99107701978,0.029396012774530515,152.06,0.015585952913323688,0.46790740497172173,72769.648,8925045.0
Sweden,2003,2008,42.622,49.797,67.42,46.428,44.623,68.11,36435.20810690797,0.028156397378843342,148.22,0.01922817433544731,0.39623532586695454,68007.117,8958434.0
Sweden,2004,2009,38.192,51.128,77.49,49.797,46.428,67.42,38015.19433087553,0.0474838340948774,149.46,0.0067576609126187605,0.45617556536866055,73894.945,8993805.0
Sweden,2005,2010,38.956,45.706,72.38,51.128,49.797,77.49,39258.684347919785,0.03684012493011793,150.97,0.004305491157183546,0.5379876796714579,74532.344,9029771.0
Sweden,2006,2011,40.238,46.748,66.98,45.706,51.128,72.38,40992.17261856779,0.050036374269506335,149.32,0.005893383337798018,0.47589070452718996,69394.227,9080628.0
Sweden,2007,2012,38.476,45.001,66.97,46.748,45.706,66.98,42399.42861532441,0.04203577902246856,150.14,0.004329292660183829,0.5157186625815906,70079.531,9148280.0
Sweden,2008,2013,43.429,42.622,63.89,45.001,46.748,66.97,42189.22003365979,0.002832490248492233,147.94,0.0034473435176422874,0.5502906583750169,69259.43,9219903.0
Sweden,2009,2014,42.251,38.192,52.17,42.622,45.001,63.89,40115.8039337166,-0.041015334306355185,141.29,0.003609597282185576,0.5648665864533938,62353.945,9298738.0
Sweden,2010,2015,34.784,38.956,57.83,38.192,42.622,52.17,42634.78224855554,0.07187860588252087,150.53,0.006776057928652096,0.5453397993755398,66295.578,9378234.0
Sweden,2011,2016,40.477,40.238,60.47,38.956,38.192,57.83,42079.25522117439,-0.005554773882446022,143.05,0.004613771408598392,0.5878364208318769,64768.621,9449263.0
Sweden,2012,2017,40.005,38.476,64.04,40.238,38.956,60.47,41523.15966160746,-0.005882999161278288,146.87,0.0032681963641315445,0.669367467828692,67781.508,9519477.0
Sweden,2013,2018,41.963,43.429,66.46,38.476,40.238,64.04,41661.24157064856,0.01187765728171128,143.03,0.004544501153604139,0.5781304621408097,62865.043,9600620.0
Sweden,2014,2019,39.265,42.251,64.88,43.429,38.476,66.46,42345.88268124851,0.026577936555341932,137.94,0.0026823256488328257,0.6216470929389589,61958.484,9696438.0
Sweden,2015,2020,30.04,34.784,56.35,42.251,43.429,64.88,43781.638545115085,0.044892856660874246,139.4,0.0027977044476327115,0.7352941176470588,63479.047,9799483.0
Sweden,2016,2021,30.836,40.477,63.1,34.784,42.251,56.35,44130.67189360051,0.020705968326585063,144.16,0.0018035516093229745,0.6182713651498335,61411.199,9923281.0
Sweden,2017,2022,30.014,40.005,65.7,40.477,34.784,63.1,44658.24269864854,0.02567922555822839,145.24,0.0022032497934453316,0.6545028917653539,62771.066,10057864.0
Sweden,2018,2023,29.19,41.963,68.55,40.005,40.477,65.7,45003.18293885253,0.01950024215724762,146.14,0.0023265361981661425,0.6237169837142467,59869.379,10175400.0
Sweden,2019,2024,29.434,39.265,66.13,41.963,40.005,68.55,45433.91510031987,0.019861920642048485,142.26,0.0014761703922395613,0.695487136229439,60882.551,10279120.0
Sweden,2020,2025,27.591,30.04,49.2,39.265,41.963,66.13,44127.810224806984,-0.021702146635466272,138.78,0.0,0.808041504539559,57977.379,10353682.0
Switzerland,1980,1985,39.762,,14.346,,,11.805,27689.252188027305,0.03427164013492235,,,,48612.961,6319848.0
Switzerland,1981,1986,39.059,,15.33,,,14.346,28038.92721747419,0.018190607402648017,,,,48302.277,6354561.0
Switzerland,1982,1987,38.242,,15.133,,,15.33,27991.23317716983,0.004150023827582723,,,,47051.188,6391805.0
Switzerland,1983,1988,37.389,,15.71,,,15.133,28366.089497327517,0.017752554168777985,,,,48720.996,6419309.0
Switzerland,1984,1989,41.524,,18.44,,,15.71,28698.62087827569,0.015365128000825927,,,,47036.082,6442419.0
Switzerland,1985,1990,41.902,39.762,22.401,,,18.44,29838.66758250207,0.04433078492794129,,,,50035.336,6470959.0
Switzerland,1986,1991,39.258,39.059,22.424,39.762,,22.401,31314.852607818168,0.054952179715772285,,,,52248.512,6504748.0
Switzerland,1987,1992,39.123,38.242,22.843,39.059,39.762,22.424,32280.035691441084,0.0373229006316405,,,,51615.18,6545771.0
Switzerland,1988,1993,37.671,37.389,22.634,38.242,39.059,22.843,33024.607240969075,0.030626583007214242,,,,51627.258,6594145.0
Switzerland,1989,1994,36.583,41.524,22.677,37.389,38.242,22.634,33896.2510646024,0.03474326818087832,,,,47859.973,6647787.0
Switzerland,1990,1995,39.327,41.902,23.472,41.524,37.389,22.677,34879.871872266565,0.03913897212235174,,,,49399.234,6713168.0
Switzerland,1991,1996,43.552,39.258,22.794,41.902,41.524,23.472,34751.207051494624,0.00874422481439814,,,,50106.68,6796942.0
Switzerland,1992,1997,40.114,39.123,23.285,39.258,41.902,22.794,34902.81295115133,0.015904232360399548,,,,50334.934,6875049.0
Switzerland,1993,1998,40.53,37.671,23.188,39.123,39.258,23.285,35085.89151952997,0.014465353288967826,,,,49793.703,6938106.0
Switzerland,1994,1999,36.086,36.583,24.194,37.671,39.123,23.188,35854.550368379976,0.030080700232052737,,,,51901.148,6993594.0
Switzerland,1995,2000,40.003,39.327,24.722,36.583,37.671,24.194,36523.43719285657,0.025484913349245554,,,,48859.637,7040481.0
Switzerland,1996,2001,37.734,43.552,24.967,39.327,36.583,24.722,37252.954087771504,0.02452352294539851,,,,46987.613,7071885.0
Switzerland,1997,2002,41.63,40.114,25.233,43.552,39.327,24.967,38737.59133556143,0.04239314312151934,,,,50121.055,7089161.0
Switzerland,1998,2003,42.072,40.53,25.651,40.114,43.552,25.233,40502.59584990438,0.04867994868556832,,,,50254.688,7110294.0
Switzerland,1999,2004,42.211,36.086,24.761,40.53,40.114,25.651,41744.35877425894,0.03556188500223976,,,,52270.391,7144119.0
Switzerland,2000,2005,40.381,40.003,26.45,36.086,40.53,24.761,43923.33450890819,0.058072272388801596,59.05,0.0,0.6381033022861982,50714.938,7184003.0
Switzerland,2001,2006,44.777,37.734,26.81,40.003,36.086,26.45,45046.02186374914,0.031611302674363566,60.61,0.0,0.6962547434416764,53847.977,7226391.0
Switzerland,2002,2007,42.029,41.63,27.23,37.734,40.003,26.81,45585.0884239094,0.01929841069830666,60.9,0.0,0.5927750410509032,49767.43,7278744.0
Switzerland,2003,2008,41.319,42.072,27.49,41.63,37.734,27.23,46089.06150842216,0.018654745390196743,62.23,0.0,0.5739996786116022,48866.387,7333451.0
